,mpID,Chemical Formula,no. of elements,Total no. of atoms,Space Group,Space Group Number,Shear_Modulus,Bulk_Modulus,density,band-gap,stability,icsd_ID,v_L,v_T,v
2298,5839,Ti2P2O8,3,12,Cmcm,63,63.0,100.0,3.386626484792281,0.06479999999999997,0.07172662171430133,,7370.559844889777,4313.0711702088165,4782.566154697124
2299,5840,Li2Sc2O4,3,8,I4_1/amd,141,79.0,119.0,3.337748115591587,3.904,0,,8197.749318685936,4865.043927445174,5387.58694582583
2300,5841,Rb1Cu1C2,3,4,P4/mmm,123,11.0,31.0,2.8174573147074318,1.938,0.3060819220312503,,4025.812535230459,1975.9123242459461,2218.963082881511
2301,5848,Er2Zr2Sb2,3,6,I4/mmm,139,36.0,72.0,8.406905152088548,0.0,0,,3777.903264698248,2069.346308049856,2307.2693896328183
2302,5852,Pr1Si2Os2,3,5,I4/mmm,139,87.0,144.0,10.77621024001378,0.0,0,,4911.672762905183,2841.3621994046885,3153.902350310455
2303,5853,Li2Si4N6,3,12,Cmc2_1,36,121.0,159.0,2.938002867778329,5.0176,0,,10441.132713256548,6417.510345725536,7082.111730907483
2304,5862,Cr1Cu1S2,3,4,R3m,160,41.0,94.0,4.535384722119756,0.3609,0,,5725.056443171042,3006.663753114948,3362.4797377296372
2305,5866,Mn1Cu1Sb1,3,3,F-43m,216,29.0,69.0,7.082846025439957,0.0,0.10816047141975282,,3898.67682394667,2023.4622128983265,2264.699131781933
2306,5869,Ca2Cu1O3,3,6,Immm,71,61.0,113.0,4.144747046310772,0.0,0.0020221911111102386,,6847.024992311636,3836.3295066570154,4269.830318015518
2307,5878,K1Zn1F3,3,5,Pm-3m,221,34.0,69.0,3.8025931930463064,3.7137000000000002,0,,5483.0849382588485,2990.195098778929,3335.098261287791
2308,5881,Co8Sb8S8,3,24,Pbca,61,79.0,116.0,6.929478412195357,0.36790000000000056,0,,5651.286205977632,3376.47293278071,3736.7290351223187
2309,5908,Ce2As2S2,3,6,P4/nmm,129,55.0,67.0,6.278007574886199,0.0,0.029174321666666003,,4727.6044483014475,2959.8549392310642,3259.961106144704
2310,5910,Ca2Cu2Sb2,3,6,P6_3/mmc,194,34.0,52.0,5.281943998147386,0.0,0,,4292.483322515721,2537.129075642828,2810.706753553003
2311,5915,Tl8N8O24,3,40,Pnma,62,7.0,21.0,5.403459025081173,2.7866999999999997,0,,2369.231146030621,1138.1856052655014,1279.6747348728402
2312,5916,Yb1Si2Ni2,3,5,I4/mmm,139,56.0,94.0,7.637768457980564,0.0,0,,4699.020648521782,2707.7637464783543,3006.6377109241
2313,5918,Hf4Ni2P2,3,8,P2_1/m,11,94.0,167.0,11.397622854826212,0.0,0,,5064.175553046858,2871.817156706226,3193.1645580788504
2314,5920,Li1Al1Ge1,3,3,F-43m,216,51.0,61.0,3.2458535500709322,0.07240000000000002,0,,6303.790573854722,3963.8811784223226,4363.700122429903
2315,5921,Ta1Al1Ni2,3,4,Fm-3m,225,54.0,192.0,10.10964976309954,0.0,0.013709812999999293,,5109.978846588967,2311.1536798714956,2606.0301236035607
2316,5924,Mg2Si2O6,3,10,R-3,148,118.0,191.0,3.6713449846324795,5.7924999999999995,0.13506202299999348,,9740.03233505549,5669.28651290541,6289.445271158334
2317,5928,Al2Cd1S4,3,7,I-4,82,22.0,39.0,3.0000151729832365,2.7137999999999995,0,,4772.338854691582,2708.0059534658226,3010.8666575533202
2318,5929,Na20Si4P12,3,36,P2_1/c,14,17.0,30.0,2.0353471674980934,1.3279999999999994,0,,5086.57324232917,2890.0490396470127,3212.920864299324
2319,5933,Ba6Ti6O18,3,30,P6_3/mmc,194,76.0,140.0,5.681509273171573,1.7270000000000003,0.008402945666665218,,6517.094225380725,3657.4208487487354,4070.168376435084
2320,5934,Yb1Cu2Si2,3,5,I4/mmm,139,56.0,77.0,7.407962095639134,0.0,0,,4524.483072781491,2749.4424757721063,3037.716586717872
2321,5938,Sr1Cu2O3,3,6,Cmmm,65,44.0,94.0,5.32371817935754,0.0,0.018494072499995795,,5354.805745639283,2874.8739631836265,3210.162560811299
2322,5948,Th1Cu2Si2,3,5,I4/mmm,139,73.0,131.0,8.29063240784084,0.0,0,,5247.684130876892,2967.341976347461,3300.167634234999
2323,5951,Ce1Mn1Ni4,3,6,F-43m,216,58.0,130.0,8.563119351635358,0.0,0.03335482491858599,,4920.376288894791,2602.5435057345344,2909.1206206001534
2324,5962,Na2Mg2As2,3,6,P4/nmm,129,20.0,33.0,2.8823630090373666,0.9552999999999998,0,,4549.5378940300625,2634.150958776349,2923.6747980224654
2325,5967,Ti1Co1Sb1,3,3,F-43m,216,75.0,142.0,7.4161166432836785,1.0560999999999998,0,,5712.115407049596,3180.111561467374,3541.2689991528405
2326,5971,Y3B3Pt6,3,12,P6_222,180,51.0,159.0,12.271739456283019,0.0,0,,4300.744105752612,2038.6000240214548,2293.6034044785806
2327,5976,Dy1Co2Si2,3,5,I4/mmm,139,94.0,145.0,7.613445823537788,0.0,0,,5958.45959528699,3513.7697198551823,3893.4899929813014
2328,5982,La1Ni2As2,3,5,I4/mmm,139,48.0,108.0,7.751224234947644,0.0,0.034452152000001846,,4710.411757918045,2488.4875271532414,2781.8593916495515
2329,5983,Tm1Co2Ge2,3,5,I4/mmm,139,69.0,130.0,9.193119862159262,0.0,0,,4913.857155758978,2739.637385797342,3050.421774905621
2330,5986,Ba1Ti1O3,3,5,P4mm,99,69.0,104.0,5.748582799489902,1.7322000000000002,0.00320737600000065,,5838.780609613247,3464.5285920301417,3836.7041544916237
2331,5999,Sm2Ti2S2O5,4,11,I4/mmm,139,58.0,134.0,5.233540368196205,0.7798999999999996,0,,6354.279974636721,3329.0184920724005,3723.5916056546234
2332,6008,Ca12Al8Si12O48,4,80,Ia-3d,230,97.0,154.0,3.489873326669078,4.992699999999999,0.0007457405764030867,,9009.884465260853,5272.068390490149,5845.983859951616
2333,6058,K2Na1Sc1F6,4,10,Fm-3m,225,27.0,16.0,2.7073129526751596,6.7576,0,,4382.226843848478,3158.003823890949,3414.113812222673
2334,6065,Sr2Ga1Sb1O6,4,10,Fm-3m,225,93.0,174.0,6.0539172065052576,0.7278999999999995,0.03900218312499959,,7015.640121532002,3919.432916738804,4363.341866322049
2335,6073,Mg12Al8Si12O48,4,80,Ia-3d,230,85.0,160.0,3.4565495920067035,4.9403,0.03907813804999094,,8892.06016220078,4958.931015118767,5521.355228868805
2336,6074,K1Rb2Ti1F6,4,10,Fm-3m,225,63.0,30.0,3.2708715815482146,0.0,0,,5903.107259335783,4388.726610870336,4720.453435032784
2337,6092,Tb1Ni2B2C1,4,6,I4/mmm,139,74.0,186.0,7.85824455668409,0.0,0,,6018.478604221943,3068.690505845512,3438.4284928419725
2338,6094,Ca4Mg2Si4O14,4,24,P-42_1m,113,33.0,85.0,2.8653387031634603,4.4678,0.022632048194433096,,6709.472156007409,3393.6651367579066,3804.434678934104
2339,6098,Er1Ni2B2C1,4,6,I4/mmm,139,75.0,162.0,8.212015098091147,0.0,0,,5648.134822995293,3022.0786457630834,3375.3542893480276
2340,6102,Nd1Ni2B2C1,4,6,I4/mmm,139,74.0,178.0,7.179174764403756,0.0,0,,6207.572422040692,3210.5437844000567,3594.122745712426
2341,6174,Mg4Al8Si10O36,4,58,Cccm,66,50.0,122.0,2.424740998336446,4.8175,0,,8820.55123413762,4541.008599120073,5085.0497646970825
2342,6179,K2Li2S2O8,4,14,P6_3,173,19.0,35.0,2.2732925048597727,5.3235,0.00019359214285596948,,5151.434763411943,2891.006981500436,3217.2631224137067
2343,6204,Cs2Na1Sc1F6,4,10,Fm-3m,225,30.0,19.0,4.089244307262022,6.799099999999999,0,,3798.1111428838253,2708.563978772776,2932.9972596548796
2344,6223,Dy1Ni2B2C1,4,6,I4/mmm,139,71.0,194.0,8.000363562888488,0.0,0,,6006.557698785856,2979.026131263222,3343.488507074035
2345,6270,Ba2Li1Re1O6,4,10,Fm-3m,225,43.0,84.0,6.705229273233172,1.8199,0,,4590.853791089458,2532.371467358603,2822.0100467592597
2346,6304,Sr2Ga1Sb1O6,4,10,I4/m,87,71.0,144.0,6.056970746198563,1.2998999999999996,0.026479070124999282,,6276.920265211254,3423.745199246461,3818.603105648727
2347,6326,Li12Al12Si12O48,4,84,P6_422,181,45.0,113.0,2.271590218274054,4.8474,0.00048199488095157506,,8726.482618811166,4450.832616140201,4987.004168293672
2348,6328,Na2Ti2Sb2O1,4,7,I4/mmm,139,18.0,52.0,4.601877729197639,0.0,0,,4063.7044503453044,1977.7378031096382,2222.0478280860643
2349,6353,Y8Si16C4N24,4,52,P2_1/c,14,101.0,167.0,4.140777984800056,3.1043000000000003,0,,8534.900332626929,4938.780378685083,5481.891058791163
2350,6394,Rb8Ti8As8O40,4,64,Pna2_1,33,38.0,66.0,3.8322311394294086,3.056,0,,5517.266597259065,3148.9513467141414,3499.410712168118
2351,6408,Zn1Cu2Ge1S4,4,8,I-42m,121,35.0,71.0,4.2886618999453034,0.33729999999999993,0,,5237.7442561427215,2856.7557971361903,3186.2375693564372
2352,6459,Ca1Mg1C2O6,4,10,R-3,148,44.0,89.0,2.760182569020037,5.0105,0,,7313.929378016082,3992.614997568095,4452.809159391715
2353,6473,Ca10P6O24F2,4,42,P6_3/m,176,41.0,83.0,3.0960975356226554,5.5152,0,,6667.845427532259,3639.0214164130375,4058.535508531918
2354,6493,Ca4Mg4Si4O16,4,28,Pnma,62,54.0,101.0,2.957136937375312,4.6294,0,,7648.296908707519,4273.27814691262,4757.227487053372
2355,6494,K2Ca1C2O6,4,11,R-3m,166,24.0,54.0,2.4899912771525927,4.3437,0,,5876.653872790907,3104.6075407854833,3470.614793675476
2356,6498,Co1Cu2Ge1S4,4,8,I-42m,121,32.0,70.0,4.377156452184938,0.0,0.055360263968745826,,5073.190009928633,2703.8273344397876,3020.7378885042776
2357,6504,Ba1Mg1C2O6,4,10,R-3m,166,33.0,76.0,3.689017907328621,4.089700000000001,0.005160906999999604,,5703.1571047353755,2990.8979029376396,3345.1693673141
2358,6521,Li2La2Ti2O8,4,14,P4/nmm,129,56.0,120.0,4.862618474175792,2.2644999999999995,0.028770968035702893,,6326.884043935211,3393.586438457932,3789.6251507188686
2359,6543,V1Ag1P2Se6,4,10,C2,5,4.0,13.0,4.36401387718226,0.0,0.08137598426874693,,2049.5657867614523,957.3856952483101,1077.9244904790671
2360,6560,K2S2O4F2,4,10,P2_1/m,11,7.0,12.0,2.182349921425336,3.9829,0,,3126.391880959632,1790.9638768394095,1989.6601262525162
2361,6564,Sr4Mg2Si4O14,4,24,P-42_1m,113,43.0,86.0,3.5637299501974584,4.495900000000001,0,,6341.609432342182,3473.616222134689,3872.995210117211
2362,6586,K2Na1Al1F6,4,10,Fm-3m,225,28.0,52.0,2.860807630484639,6.857799999999999,0,,5587.785851642776,3128.4894006812356,3482.2116832977003
2363,6606,Sr2Y2Si8N14,4,26,P6_3mc,186,102.0,171.0,4.084069474784716,2.7456999999999994,0.0012347453846235368,,8669.590348147287,4997.508313063551,5548.947500002203
2364,6613,Ba2Y1Ta1O6,4,10,Fm-3m,225,81.0,138.0,6.819522648205832,3.362,0.0015896069999996598,,6005.74282322544,3446.3987286896504,3828.181613267209
2365,6624,Tb2Fe2Si2C1,4,7,C2/m,12,81.0,126.0,7.583527316438486,0.0,0,,5554.52907070257,3268.186876258726,3622.1253891140673
2366,6625,La2Ag2S2O2,4,8,P4/nmm,129,33.0,73.0,6.425297325494312,1.3632,0.0016660068749976276,,4267.032000102537,2266.2632454093928,2532.505641846023
2367,6628,Cs1Cd1N3O6,4,11,R3,146,13.0,30.0,3.653890835884262,2.3893999999999997,0.038569601765617634,,3599.0334258318826,1886.2267172065233,2109.740869521515
2368,6633,Na4C4S4N4,4,16,Pnma,62,8.0,18.0,1.6899794311779075,4.1769,0,,4118.392062209754,2175.726413196976,2432.2263617151075
2369,6646,Ho1Ni2B2C1,4,6,I4/mmm,139,74.0,175.0,8.110751122385382,0.0,0.12974779937500003,,5808.4578250432005,3020.545083345735,3380.222346434364
2370,6654,Cs2Li1Ga1F6,4,10,P-3m1,164,16.0,31.0,4.176345655929549,6.1363,0,,3539.7195142544356,1957.31972774412,2180.773953979386
2371,6668,Li4Ti4P4O20,4,32,Pnma,62,58.0,96.0,3.1065032453964494,3.0594,0,,7469.317440151067,4320.938558872216,4796.227042825824
2372,6669,Sr10P6O24F2,4,42,P6_3/m,176,39.0,75.0,3.9854004928706206,5.2119,0,,5644.736149060718,3128.2130138524885,3484.738191710531
2373,6686,K2Na1In1F6,4,10,Fm-3m,225,9.0,104.0,3.2925854441493105,5.2445,0,,5935.466411798424,1653.3040429359787,1885.7922606192415
2374,6754,Tm1Ni2B2C1,4,6,I4/mmm,139,74.0,195.0,8.30926209660754,0.0,0,,5944.6714589780695,2984.246071733273,3346.9762247960057
2375,6766,Ca2Mg2Si4O12,4,20,C2/c,15,64.0,102.0,3.149491255987013,4.9717,0,,7711.921443510515,4507.853396017378,4999.052490266354
2376,6781,Ag2C2N2O2,4,8,P2_1/m,11,3.0,10.0,3.5271866803749417,3.0511,0.14446268357166758,,1992.2061840380534,922.2452019536312,1038.8076304770864
2377,6794,La1B2Rh2C1,4,6,I4/mmm,139,55.0,204.0,7.95604580169816,0.0,0,,5903.887092252143,2629.254993668582,2966.700627980778
2378,6812,K4Ba4P4O16,4,28,Pnma,62,26.0,54.0,3.947426448799718,4.9459,0,,4739.166224240749,2566.4313436563493,2863.94779848544
2379,6847,K1Y2Ti2S2O5,5,12,P4/mmm,123,31.0,74.0,3.622384331576222,0.0,0.03150767690964962,,5642.358836091994,2925.3887275666393,3274.376995336798
2380,6867,K1Ca1C1O3F1,5,7,P-6m2,187,29.0,50.0,2.5232238037493735,4.3468,0,,5927.596448809184,3390.1671583545717,3766.806137034667
2381,6870,K1Be2B1O3F2,5,9,R32,155,36.0,51.0,2.292830808187384,6.0552,0,,6570.603648925676,3962.463238315144,4381.259025255667
2382,6879,Ba2Ca1Cu2Hg1O6,5,12,P4/mmm,123,34.0,79.0,6.158075240191634,0.0,0.017549734305554843,,4493.156013413852,2349.7245968351594,2628.544179543962
2383,6908,Y3Mg3Zn3,3,9,P-62m,189,28.0,55.0,4.310719326515258,0.0,0,,4627.88366145952,2548.614457343961,2840.470646610228
2384,6912,Mn4Sb2,2,6,P6_3/mmc,194,16.0,52.0,7.89057844586706,0.0,0.2224898162643676,,3048.4599872775666,1423.9855110813655,1603.2711351405433
2385,6914,Ca2Ga2,2,4,Cmcm,63,24.0,35.0,3.4784157012477226,0.0,0,,4388.546762599862,2626.7266447656125,2906.4847210183925
2386,6915,As2Pd1O6,3,9,P-31m,162,72.0,142.0,5.869564199152574,0.0,0.03856322000000745,,6367.4222643665635,3502.380446876135,3903.8187889019528
2387,6916,Sm2B4C4,3,10,P4/mbm,127,125.0,171.0,6.033427523600743,0.0,0,,7480.579599078025,4551.692938186065,5028.272093145007
2388,6917,Tm2Ag2Sn2,3,6,P6_3mc,186,40.0,67.0,9.300782893024355,0.0,0,,3596.740939204319,2073.816102256942,2302.597651043623
2389,6919,Sc2Sn2Au2,3,6,P6_3mc,186,37.0,82.0,9.098690847427166,0.0,0.06907755499999979,,3799.0729774513643,2016.5612034462442,2253.5589837368666
2390,6926,Ca1P2Pd2,3,5,I4/mmm,139,46.0,112.0,6.145575776837468,0.0,0,,5310.562756782062,2735.883667633319,3063.524109435475
2391,6927,Np1O1,2,2,Fm-3m,225,56.0,193.0,14.65617495354145,0.0,0.15659429781249834,,4273.38165117053,1954.7161142112332,2202.997512177247
2392,6930,Si3O6,2,9,P3_221,154,44.0,27.0,2.4773872269016084,5.7075000000000005,0.010469629999999341,,5879.92527815935,4214.338262670209,4559.993451473238
2393,6931,Sr1Al2Si2,3,5,P-3m1,164,38.0,59.0,2.8774248066991457,0.0,0,,6173.198580206542,3634.040864513507,4027.4120288464956
2394,6933,Mn1N1,2,2,Fm-3m,225,121.0,131.0,6.4659468412385355,0.0,0.089843329999999,,6723.464907702344,4325.901438707136,4749.793882592418
2395,6938,Zn1Rh1,2,2,Pm-3m,221,72.0,173.0,10.042790713176254,0.0,0,,5175.228850981301,2677.5589554730623,2997.391474439145
2396,6939,Sr2B4Ir4,3,10,Fddd,70,72.0,167.0,10.518610024444778,0.0,0,,5000.10219296091,2616.2971685790376,2926.6391431679713
2397,6940,U2Ir1C2,3,5,I4/mmm,139,51.0,195.0,15.223880379873767,0.0,0,,4156.245153476813,1830.3005348252784,2066.1709684710463
2398,6945,Si4O8,2,12,P4_12_12,92,41.0,16.0,2.1745421396486333,5.5482,0.002909620833332127,,5700.085755774783,4342.181916065339,4650.464858914358
2399,6947,Si2O4,2,6,P4_2/mnm,136,203.0,272.0,4.1342116284974075,5.0026,0.19603795666666635,,11456.267412927278,7007.315420651097,7736.881877246747
2400,6950,Ba2Sb6,2,8,C2/m,12,17.0,27.0,5.803265150915416,0.0,0,,2925.3074910424116,1711.5447305293,1897.8808319467762
2401,6951,Rb1Cd1F3,3,5,Pm-3m,221,14.0,68.0,4.63542579546934,3.1745,0,,4323.839226148167,1737.8776628992207,1968.2991470278432
2402,6952,Rb1Yb1F3,3,5,Pm-3m,221,31.0,60.0,5.9505451064496215,6.5227,0,,4126.441040705504,2282.4562992404094,2542.9680673677394
2403,6953,Ca1Mn2P2,3,5,P-3m1,164,49.0,87.0,4.160923635659506,0.0,0.14373545833333345,,6050.333527404047,3431.6514250489763,3815.5868551212584
2404,6954,Sr2Ag2As2,3,6,P6_3/mmc,194,31.0,40.0,5.8426334609277015,0.0,0,,3730.8034945344916,2303.437994539311,2540.786129699357
2405,6957,Ce1Fe2P2,3,5,I4/mmm,139,86.0,113.0,7.0400817817835675,0.0,0,,5686.349229501922,3495.106176303146,3857.054298130214
2406,6959,Ga2Ni1S4,3,7,P-3m1,164,12.0,20.0,3.752303749406814,0.0,0.06559775380952093,,3097.2633098598953,1788.3051587452424,1985.3480696486065
2407,6960,Rb4Si2As4,3,10,Ibam,72,11.0,26.0,3.446573213686658,0.9622999999999999,0,,3434.835588844697,1786.4982222623669,1999.2071475698626
2408,6961,Sr1Sb2Pd2,3,5,I4/mmm,139,18.0,70.0,7.409916806778048,0.0,0.027268228000000505,,3561.5857076090183,1558.5817496427503,1759.8855799682044
2409,6962,Ba1As2Pd2,3,5,I4/mmm,139,33.0,64.0,7.5620250253623365,0.0,0.02880009899999969,,3778.9461619710464,2088.997473874868,2327.5369695575964
2410,6963,Ba1Sb2Pd2,3,5,I4/mmm,139,22.0,63.0,7.697016013825337,0.0,0.016850673999998733,,3463.3853460953997,1690.6361278780564,1899.168664726025
2411,6968,Cs2K1Cu1F6,4,10,Fm-3m,225,14.0,33.0,4.224607506417886,0.9073,0,,3496.9741691973063,1820.4167993567125,2037.046386513315
2412,6969,Sc1Cu2Si2,3,5,I4/mmm,139,66.0,120.0,5.145358488186139,0.0,0,,6357.712421564193,3581.4933456130198,3984.4422269926936
2413,6972,Y1Cu1O2,3,4,R-3m,166,32.0,132.0,4.86400088024783,2.6307,0.0013906767187510383,,5992.319103529083,2564.9456481212183,2898.725950426717
2414,6973,Cs2Na2S2,3,6,P4/nmm,129,10.0,14.0,3.336635043145639,2.4133999999999998,0,,2861.9725401519663,1731.1936349247767,1913.5875166066696
2415,6979,Th2Ge2S2,3,6,I4/mmm,139,57.0,97.0,8.272387932072242,0.0,0,,4572.81630364524,2624.955719340709,2915.6604901286196
2416,6980,Sc1Cu1S2,3,4,P3m1,156,38.0,84.0,3.9113849883168608,0.8817000000000004,0,,5867.38177030065,3116.926174601321,3483.050484168249
2417,6982,Er1B2Rh2C1,4,6,I4/mmm,139,39.0,200.0,9.100776729097385,0.0,0.039986235595237396,,5261.987815634235,2070.1083330233446,2346.1116766506902
2418,6985,Ti1,1,1,Fm-3m,225,30.0,107.0,4.582642098304119,0.0,0.061555240000000566,,5663.51330012618,2558.6015411799126,2885.1940310250607
2419,6986,Ta1,1,1,Fm-3m,225,125.0,194.0,15.914995656869664,0.0,0.24491075999999978,,4760.194004743723,2802.5395120749154,3105.872342450758
2420,6988,Fe1N1,2,2,F-43m,216,60.0,267.0,6.127073159507483,0.0,0,,7525.332408962126,3129.313633300225,3540.240234338126
2421,6996,Sm1B6,2,7,Pm-3m,221,100.0,175.0,5.111503136840774,0.0,0,,7766.26931159215,4423.0890609162825,4916.243784975064
2422,6997,Sb6Te3,2,9,P-3m1,164,21.0,32.0,6.281420301365457,0.0,0.016443020952380927,,3090.4474479900555,1828.4400288913314,2025.4141143710913
2423,6999,Sc2P2S8,3,12,P-1,2,6.0,8.0,2.218031139106092,1.8694,0,,2685.647606652969,1644.7193644794831,1815.729577774225
2424,7000,Si3O6,2,9,P3_121,152,44.0,29.0,2.4873496887421185,5.7211,0.010562926666665362,,5936.254231901462,4205.890051904731,4558.906639856802
2425,7002,Na1Ti1O2,3,4,R-3m,166,71.0,98.0,3.8925197452412537,0.0,0.006729608194445902,,7034.95306476676,4270.844529828068,4719.098078128522
2426,7003,Ce2P2Pd2,3,6,P6_3/mmc,194,52.0,105.0,7.631080925373663,0.0,0,,4779.424398356625,2610.409505680877,2911.1745947072
2427,7006,Sr1Nb1O3,3,5,Pm-3m,221,81.0,173.0,5.550147829007805,0.0,0.013471899642855334,,7115.083790160977,3820.2363625056378,4265.755168296631
2428,7007,Nb1Se2,2,3,Fmm2,42,6.0,10.0,3.2108137011874676,0.0,0.011351150833333712,,2367.579494846774,1366.9986051542594,1517.620209266012
2429,7017,Na1Nb1N2,3,4,R-3m,166,91.0,131.0,4.86263724400704,0.8512,0.01546771203125008,,7203.196647585928,4325.982518496876,4785.148058939215
2430,7027,In2B2O6,3,10,R-3c,167,62.0,139.0,5.294858457575735,2.6552,0,,6469.977517348367,3421.9106642868855,3825.0289272159066
2431,7032,Hf3Mo3P3,3,9,P-62m,189,121.0,208.0,10.70911819542272,0.0,0,,5872.306050448628,3361.366203814849,3734.5369203982696
2432,7038,Tl2Pd4Se6,3,12,P-3m1,164,12.0,21.0,7.34295375193396,0.18909999999999982,0,,2244.6156620817223,1278.3660445686596,1420.8981806578886
2433,7041,Ca1Hg1O2,3,4,R-3m,166,14.0,65.0,6.264986170980576,2.1303,0,,3654.2988639363493,1494.8718353540755,1692.1117722559081
2434,7048,Al4O6,2,10,C2/m,12,101.0,186.0,3.5099443016228187,4.4571000000000005,0.00938122200000091,,9557.713253312262,5364.2693255147005,5969.598435410169
2435,7064,Er2Si2O7,3,11,C2/m,12,64.0,163.0,5.795049633967923,4.7942,0,,6545.913678806785,3323.2377075024783,3724.6388590893703
2436,7066,Sc4Ni4Ge4,3,12,Pnma,62,63.0,124.0,6.237469421581338,0.0,0,,5774.382227980904,3178.089035218938,3542.1939362226162
2437,7067,Ca1Cd2As2,3,5,P-3m1,164,29.0,50.0,5.528967208902029,0.2208000000000001,0,,4004.372854055821,2290.2188866709776,2544.6564102429356
2438,7068,Sr3Al2Si2,3,7,Immm,71,31.0,43.0,3.159108378666676,0.0,0,,5166.432527057342,3132.554129713986,3461.772662109214
2439,7070,Mn3Pt1N1,3,5,Pm-3m,221,77.0,173.0,10.112862512330127,0.0,0.24331603649999778,,5220.773559334045,2759.3596614324874,3084.569019278487
2440,7073,Ba2Ti2S6,3,10,P6_3/mmc,194,5.0,45.0,3.9834606442139844,0.0,0.006258094000000547,,3601.3717328494104,1120.3526268691223,1276.112167543481
2441,7077,K2Au2S2,3,6,Cmcm,63,3.0,5.0,4.980937246699965,2.1097,0,,1344.1309794322344,776.0774994156673,861.5889579526345
2442,7079,Ca1Zr1Si2O7,4,11,C2,5,65.0,136.0,3.518353826889689,4.5596,0.003366654848488082,,7954.936494530391,4298.202990842226,4797.268783750641
2443,7080,Li5Ni3N3,3,11,P-62m,189,47.0,79.0,3.2791826701491744,0.0,0,,6572.445860069011,3785.873721442454,4203.884670578718
2444,7083,La4Si4,2,8,Cmcm,63,44.0,66.0,5.434153516115142,0.0,0,,4789.428276449248,2845.5117720822755,3150.8084024951086
2445,7086,Rb2Fe2Se4,3,8,C2/c,15,6.0,16.0,4.126111709166493,0.0,0.025854151666666603,,2411.6652944075145,1205.8828933711316,1352.7726427176399
2446,7088,Ta2C1,2,3,P-3m1,164,138.0,256.0,14.768671200793921,0.0,0,,5457.992372499339,3056.812723121737,3402.341754731384
2447,7089,K2Mg2Sb2,3,6,P4/nmm,129,14.0,23.0,3.1347648812463556,1.2673,0,,3645.5878732266997,2113.3018415076717,2345.3291856994665
2448,7090,Na2Mg2Sb2,3,6,P4/nmm,129,15.0,27.0,3.3511979151860163,1.0498000000000003,0,,3744.7755138140105,2115.658615775839,2353.127549312545
2449,7092,Ti4Si4,2,8,Pnma,62,99.0,146.0,4.224308672822326,0.0,0,,8111.82919643765,4841.052303737107,5358.160677545958
2450,7093,Ho3Ag3Ge3,3,9,P-62m,189,28.0,79.0,8.958476800884892,0.0,0.1380512303968242,,3603.442340300575,1767.9172322309448,1985.4264678773845
2451,7099,Nd1B2Ru3,3,6,P6/mmm,191,96.0,211.0,9.505732364124567,0.0,0.016849948333334197,,5971.542935275818,3177.9190126558847,3550.7652874578516
2452,7104,Cs1Ca1F3,3,5,Pm-3m,221,43.0,117.0,3.9700850724336574,6.877,0,,6626.320782343792,3291.048793512701,3693.384467044493
2453,7112,Sr2Cu3S2O2,4,9,I4/mmm,139,43.0,58.0,5.3816498302913836,0.0,0.13004638347221942,,4629.058997080484,2826.679113007074,3121.5123321738934
2454,7114,Ho3Sn1C1,3,5,Pm-3m,221,9.0,41.0,5.982377310262905,0.0,1.9993728811111113,,2976.3825027025446,1226.547451393055,1388.041804082237
2455,7121,Dy1Al2Si2,3,5,P-3m1,164,41.0,78.0,4.48737744739071,0.0,0.009367371000000624,,5437.03636342772,3022.7040498519787,3366.361131747721
2456,7130,Sc1Ru3C1,3,5,Pm-3m,221,140.0,234.0,8.758367764308227,0.0,0,,6930.002174427115,3998.088738876008,4438.923503039126
2457,7131,Pr1Te1,2,2,Pm-3m,221,36.0,58.0,7.472847522344479,0.0,0.09212977500000008,,3766.043118601193,2194.8669041407725,2434.681982493766
2458,7132,Dy2Se2,2,4,P6_3mc,186,6.0,46.0,6.33856954430577,0.0,0.5136857324999999,,2918.725197889366,972.9264166191474,1106.9311146685243
2459,7140,Si2C2,2,4,P6_3mc,186,185.0,212.0,3.1701218968503952,2.301499999999999,0.0037913904999999914,,12027.667445097448,7639.200051013138,8400.303216889159
2460,7142,Os1C1,2,2,P-6m2,187,74.0,384.0,16.34427277848404,0.0,0.9151209350000009,,5434.126637560415,2127.8110452297615,2411.840171983598
2461,7143,Ba1Pu1O3,3,5,Pm-3m,221,56.0,114.0,8.297389076256367,0.0,0.024566230499996067,,4768.210008789394,2597.9051202379082,2897.7629705974123
2462,7149,Na2Li1N1,3,4,P6/mmm,191,16.0,22.0,1.646580771230878,0.0,0.2006457049999999,,5129.709857901982,3117.227304164069,3444.0629902182627
2463,7159,La3Tl1C1,3,5,Pm-3m,221,40.0,63.0,7.269250630283836,0.0,0,,4000.2061699183555,2345.768630601182,2600.6135517694124
2464,7162,Sn1,1,1,Im-3m,229,20.0,44.0,7.131905028365748,0.0,0.05695497999999999,,3147.632645393956,1674.6043776905299,1871.1143846559182
2465,7163,Tb1,1,1,Fm-3m,225,25.0,41.0,8.26574174350734,0.0,0.01888524000000036,,2998.6552802249157,1739.1181531925301,1929.9801437396288
2466,7168,Tb1P1Pt1,3,3,P-6m2,187,49.0,118.0,11.013171904625526,0.0,0,,4079.8590701385297,2109.316893474054,2361.383343768684
2467,7169,Tm1P1Pt1,3,3,P-6m2,187,46.0,130.0,11.722077715966778,0.0,0,,4039.946537347303,1980.9641572000169,2224.7542895902184
